sigla;codcls_mat;codmat;consumo_medio;desvio_padrao
EAC;35;37788;0.0;
EAC;35;80002;3.0;2.412090756622109
EAC;35;80004;6.5;4.949747468305833
EAC;35;80010;2.0;
EAC;35;80120;4.25;2.050498830661811
EAC;35;80122;32.476190476190474;32.6475405622216
EAC;35;80130;2.0;
EAC;35;80195;3.0;1.4142135623730951
EAC;35;291473;2.0;2.8284271247461903
EAC;37;22516;1.0;13.291601358251256
EAC;37;37872;45.0;28.85827437668441
EAC;37;522516;67.45833333333333;138.29457506624627
EAC;37;537872;216.89473684210526;149.72452286962888
EAC;41;2943;0.0;0.0
EAC;41;3999;-4.875;15.615354165509208
EAC;41;7605;1.9230769230769231;1.4978617237881953
EAC;41;22532;30.083333333333332;94.30073588195792
EAC;41;30272;5.826086956521739;13.940301855063135
EAC;41;30273;51.92307692307692;187.30654977801387
EAC;41;90111;7.0;
EAC;41;90253;760.875;431.0380102779195
EAC;41;90254;-2.3333333333333335;29.804678166014643
EAC;41;90295;1309.5833333333333;983.9823662553355
EAC;41;90580;215.83333333333334;164.5506837914443
EAC;41;90894;17.263157894736842;98.67840138847403
EAC;41;522532;103.41666666666667;95.47360967789757
EAC;41;530272;-3.1;59.25172290040743
EAC;41;530273;-113.33333333333333;275.16661619220207
EAC;41;590253;281.9583333333333;258.8683531746635
EAC;41;590254;-11.266666666666667;37.93691505393558
EAC;41;590295;721.875;816.8896105775647
EAC;41;590580;-0.21739130434782608;15.018039218762368
EAC;41;590894;286.75;368.77886032971975
EAC;47;37682;-8.4;22.744230037528197
EAC;47;91050;1673.9583333333333;729.735239609227
EAC;47;91052;128.83333333333334;311.684855704223
EAC;47;91053;374.0416666666667;211.324905251866
EAC;47;591050;134.2173913043478;144.59408906620416
EAC;52;37750;1.0;
EAC;54;228;-4.0;
EAC;54;2990;0.0;1.4142135623730951
EAC;54;3661;-1.0;
EAC;54;4134;-1.0;
EAC;54;9532;2.75;4.0970372570571385
EAC;54;22523;-0.30434782608695654;23.636325630860295
EAC;54;22524;12.619047619047619;25.593898082308975
EAC;54;22525;-1.894736842105263;14.741832905948316
EAC;54;22526;0.0;0.0
EAC;54;22558;-5.0;18.788294228055936
EAC;54;22797;1.8888888888888888;3.5512126254437524
EAC;54;22798;1.6;3.1304951684997055
EAC;54;37674;-4.0;
EAC;54;90183;0.0;0.0
EAC;54;90186;1.5;1.0
EAC;54;90187;0.1111111111111111;1.7638342073763937
EAC;54;90189;-0.25;1.6931233465600393
EAC;54;90194;37.0;38.791527537539075
EAC;54;90195;21.791666666666668;18.58933580839029
EAC;54;90196;3.2916666666666665;6.082613616349233
EAC;54;90197;0.6666666666666666;1.505545305418162
EAC;54;90198;269.375;188.46607640772314
EAC;54;90199;122.75;77.4508259141412
EAC;54;90200;6.166666666666667;8.825194500463686
EAC;54;90201;0.6875;1.6620770138594663
EAC;54;90202;2.1052631578947367;2.2581884785549593
EAC;54;90203;43.75;31.645110893758307
EAC;54;90204;3.15;3.0826338704016356
EAC;54;90205;0.3333333333333333;1.2309149097933274
EAC;54;90206;6.125;10.410331406828508
EAC;54;90400;17.916666666666668;75.46155954985934
EAC;54;90401;0.0;
EAC;54;91640;-3.6;7.503332592921628
EAC;54;522087;0.0;1.0
EAC;54;522522;0.5;1.0
EAC;54;522523;-2.0;19.780373047410833
EAC;54;522524;-8.473684210526315;31.584750928700863
EAC;54;522526;46.0;99.83116181616448
EAC;54;590194;2.0;4.0
EAC;54;590198;179.66666666666666;221.63771195877032
EAC;54;590199;94.04166666666667;123.52731757957753
EAC;54;590200;1.7777777777777777;2.9059326290271157
EAC;54;590203;6.8125;10.199468940423646
EAC;54;590206;1.5;15.466091943344964
EAC;54;590571;114.0;209.62347196819346
EAC;54;590663;6.0;
EAC;56;5376;0.0;2.8284271247461903
EAC;56;90013;-2.0;4.795831523312719
EAC;56;90301;130.75;196.49211733276488
EAC;56;90302;284.5;273.893028944418
EAC;56;90303;-1.7083333333333333;42.68639857364879
EAC;56;90304;894.75;279.85108617760017
EAC;56;90305;165.20833333333334;86.65422499881312
EAC;56;90306;818.2916666666666;523.4608476839227
